impoundment_Qin,impoundment_evap_mgd,impoundment_Qout,impoundment_lake_elev,impoundment_Storage,impoundment_refill_full_mgd,impoundment_demand,impoundment_use_remain_mg,impoundment_days_remaining,impoundment_max_usable,impoundment_riser_head,impoundment_riser_mode,impoundment_riser_flow,impoundment_riser_diameter,surrogate_gage_Qout,surrogate_gage_Qunit,surrogate_gage_area,locid_the_geom,Qreach,run_mode,wd_last_mgd,ps_last_mgd,drought_status,lake_elev,pct_full,flow_mode,Qin_lake,et_in,precip_in,Runit,reach_area_sqmi,safeyield_mgd_baseline,safeyield_mgd_cons_pct,safeyield_mgd,name,description,componentid,subshedid,dt,month,day,year,thisdate,time,timestamp,season,wd_lat,wd_lon,imp_lat,imp_lon,maxcapacity,drainage_area,annual_mg,max_mgd,maxmonth_mg,meanmonth_mg,vwp_current,vwp_id,vpdes_current,vpdes_id,vwuds_current,vwuds_userid,has_storage,source_name,project_type,simple_flowby,available_mgd,direct_pump_mgd,Qintake,intake_drainage_area,tiered_flowby,flowby_type,imp_inflow,reservoir_mgy,simple_release,tiered_release,release_type,refill_plus_demand,ps_refill_pump_mgd,aux1,aux2,stat1,stat2,ps_mgd,week,vpdes_outfalls,vwuds_mpids,monthly_pct,Listen on Parent,Broadcast to Parent,wd_mgd,flowby,impoundment,refill_pump_mgd,pump_mgd,local_area_sqmi,release,Qout,surrogate_gage
"0.5451226520336","0.0055999645201021","0","39.062140391254","139.16405189952","4.1485172965717","0","45.320212345122","0","151.869","","","","","57","0.97938144329897","58.2","","0","5","0","0","0","1","0","0","0","0.039","0","1.0902453040672","277.61296399806","1.7896774193548","0","1.7896774193548",,"",0,"","","12","1","1995","1995-12-01","","817794000","","39.236","-78.047","39.2358","-78.1236","500","0.5","730","20","120","0","0","0","0","0","0","0","1","0","2","0","0","0","0","119","0","0","0.5451226520336","0","0","0","0","5.9381947159265","0","0","0","0","0","0","48","0","0","0.076","0","0","0","0","","0","0","0.5","0","0","57"
"0.42936519555731","0.005633684179479","0","39.288664673662","134.50689932584","5.6655051055898","1.7896774193548","43.803224536104","24.475485952041","151.869","","","","","64","1.0996563573883","58.2","","81.668322750738","5","0","1.63895","0","1","0","0","0","0.039","0","0.85873039111461","277.61296399806","1.7896774193548","0","1.7896774193548",,"",0,"","","12","2","1995","1995-12-02","","817880400","","39.236","-78.047","39.2358","-78.1236","500","0.5","730","20","120","0","0","0","0","0","0","0","1","0","2","31.506732396925","2.2629269839063","1.7896774193548","35.007480441028","119","0","0","0.42936519555731","0","0","0","0","7.4551825249446","2.2629269839063","0","0","0","0","0","48","0","0","0.076","0","0","2.2629269839063","31.506732396925","","2.2629269839063","2.2629269839063","0.5","0","0","64"
"0.38808659972187","0.0054860996504528","0","38.297211018734","136.71195718865","4.9472452154234","1.7896774193548","44.52148442627","24.876820786129","151.869","","","","","50","0.85910652920962","58.2","","262.03002498106","5","4.2797979997899","1.63895","0","1","0.17998528429915","0","81.668322750738","0.039","0","0.77617319944375","277.61296399806","1.7896774193548","0","1.7896774193548",,"",0,"","","12","3","1995","1995-12-03","","817966800","","39.236","-78.047","39.2358","-78.1236","500","0.5","730","20","120","0","0","0","0","0","0","0","1","0","2","101.08827509823","7.2605239602262","1.7896774193548","112.3203056647","119","0","0","0.38808659972187","0","0","0","0","6.7369226347782","6.7369226347782","0","0","0","0","0","48","0","0","0.076","0","0","6.7369226347782","101.08827509823","","6.7369226347782","6.7369226347782","0.5","0","0","50"
"0.36918530744762","0.0055559776329774","0.35667363340283","38.766642209321","151.9","0","1.7896774193548","49.468729641694","27.641143094675","151.869","","","","","44","0.75601374570447","58.2","","265.56205647344","5","6.7190264748253","1.63895","0","2.6198675586923","0.75746192337585","0","262.03002498106","0.039","0","0.73837061489523","277.61296399806","1.7896774193548","0","1.7896774193548",,"",0,"","","12","4","1995","1995-12-04","","818053200","","39.236","-78.047","39.2358","-78.1236","500","0.5","730","20","120","0","0","0","0","0","0","0","1","0","2","102.45089364236","7.3583921311765","1.7896774193548","113.83432626929","119","0","0","0.36918530744762","0","0","0","0","1.7896774193548","1.7896774193548","0","0","0","0","0","49","0","0","0.076","0","0","1.7896774193548","102.45089364236","","1.7896774193548","1.7896774193548","0.5","0","0.35667363340283","44"
"0.35673963048396","0.0060372846354167","0.34739994298395","42","151.9","0","1.7896774193548","49.468729641694","27.641143094675","151.869","","","","","38","0.65292096219931","58.2","","246.0024120165","5","11.193022125697","1.63895","0","7.8171573103827","1","0","265.56205647344","0.039","0","0.71347926096791","277.61296399806","1.7896774193548","0","1.7896774193548",,"",0,"","","12","5","1995","1995-12-05","","818139600","","39.236","-78.047","39.2358","-78.1236","500","0.5","730","20","120","0","0","0","0","0","0","0","1","0","2","94.904999923383","6.8164188697395","1.7896774193548","105.44999991487","119","0","0","0.35673963048396","0","0","0","0","1.7896774193548","1.7896774193548","0","0","0","0","0","49","0","0","0.076","0","0","1.7896774193548","94.904999923383","","1.7896774193548","1.7896774193548","0.5","0","0.34739994298395","38"
"0.34589371443999","0.0060372846354167","0.33655402693998","42","151.9","0","1.7896774193548","49.468729641694","27.641143094675","151.869","","","","","36","0.61855670103093","58.2","","226.50983294759","5","6.2457769102737","1.63895","0","10","1","0","246.0024120165","0.039","0","0.69178742887998","277.61296399806","1.7896774193548","0","1.7896774193548",,"",0,"","","12","6","1995","1995-12-06","","818226000","","39.236","-78.047","39.2358","-78.1236","500","0.5","730","20","120","0","0","0","0","0","0","0","1","0","2","87.384979286689","6.2763039062476","1.7896774193548","97.094421429654","119","0","0","0.34589371443999","0","0","0","0","1.7896774193548","1.7896774193548","0","0","0","0","0","49","0","0","0.076","0","0","1.7896774193548","87.384979286689","","1.7896774193548","1.7896774193548","0.5","0","0.33655402693998","36"
"0.33555211368953","0.0060372846354167","0.32621242618953","42","151.9","0","1.7896774193548","49.468729641694","27.641143094675","151.869","","","","","33","0.56701030927835","58.2","","211.9810836713","5","6.2457769102737","1.63895","0","10","1","0","226.50983294759","0.039","0","0.67110422737906","277.61296399806","1.7896774193548","0","1.7896774193548",,"",0,"","","12","7","1995","1995-12-07","","818312400","","39.236","-78.047","39.2358","-78.1236","500","0.5","730","20","120","0","0","0","0","0","0","0","1","0","2","81.779949085356","5.8737304521551","1.7896774193548","90.86661009484","119","0","0","0.33555211368953","0","0","0","0","1.7896774193548","1.7896774193548","0","0","0","0","0","49","0","0","0.076","0","0","1.7896774193548","81.779949085356","","1.7896774193548","1.7896774193548","0.5","0","0.32621242618953","33"
"0.3256091291982","0.0060372846354167","0.31626944169819","42","151.9","0","1.7896774193548","49.468729641694","27.641143094675","151.869","","","","","31","0.53264604810997","58.2","","201.15951138215","5","6.2457769102737","1.63895","0","10","1","0","211.9810836713","0.039","0","0.6512182583964","277.61296399806","1.7896774193548","0","1.7896774193548",,"",0,"","","12","8","1995","1995-12-08","","818398800","","39.236","-78.047","39.2358","-78.1236","500","0.5","730","20","120","0","0","0","0","0","0","0","1","0","2","77.60510661591","5.5738782314092","1.7896774193548","86.2278962399","119","0","0","0.3256091291982","0","0","0","0","1.7896774193548","1.7896774193548","0","0","0","0","0","49","0","0","0.076","0","0","1.7896774193548","77.60510661591","","1.7896774193548","1.7896774193548","0.5","0","0.31626944169819","31"
"0.32545362908238","0.0060372846354167","0.31611394158238","42","151.9","0","1.7896774193548","49.468729641694","27.641143094675","151.869","","","","","31","0.53264604810997","58.2","","192.49897503083","5","6.2457769102737","1.63895","0","10","1","0","201.15951138215","0.039","0","0.65090725816475","277.61296399806","1.7896774193548","0","1.7896774193548",,"",0,"","","12","9","1995","1995-12-09","","818485200","","39.236","-78.047","39.2358","-78.1236","500","0.5","730","20","120","0","0","0","0","0","0","0","1","0","2","74.263967823729","5.3339056111273","1.7896774193548","82.515519804143","119","0","0","0.32545362908238","0","0","0","0","1.7896774193548","1.7896774193548","0","0","0","0","0","49","0","0","0.076","0","0","1.7896774193548","74.263967823729","","1.7896774193548","1.7896774193548","0.5","0","0.31611394158238","31"
"0.31571445686452","0.0060372846354167","0.30637476936451","42","151.9","0","1.7896774193548","49.468729641694","27.641143094675","151.869","","","","","30","0.51546391752577","58.2","","186.12350266682","5","6.2457769102737","1.63895","0","10","1","0","192.49897503083","0.039","0","0.63142891372904","277.61296399806","1.7896774193548","0","1.7896774193548",,"",0,"","","12","10","1995","1995-12-10","","818571600","","39.236","-78.047","39.2358","-78.1236","500","0.5","730","20","120","0","0","0","0","0","0","0","1","0","2","71.804381353588","5.1572492532922","1.7896774193548","79.782645948431","119","0","0","0.31571445686452","0","0","0","0","1.7896774193548","1.7896774193548","0","0","0","0","0","49","0","0","0.076","0","0","1.7896774193548","71.804381353588","","1.7896774193548","1.7896774193548","0.5","0","0.30637476936451","30"
