impoundment_Qin,impoundment_evap_mgd,impoundment_Qout,impoundment_lake_elev,impoundment_Storage,impoundment_refill_full_mgd,impoundment_demand,impoundment_use_remain_mg,impoundment_days_remaining,impoundment_max_usable,impoundment_riser_head,impoundment_riser_mode,impoundment_riser_flow,impoundment_riser_diameter,impoundment_demand_met_mgd,surrogate_gage_Qout,surrogate_gage_Qunit,surrogate_gage_area,locid_the_geom,Qreach,run_mode,wd_last_mgd,ps_last_mgd,drought_status,lake_elev,pct_full,flow_mode,Qin_lake,et_in,precip_in,Runit,reach_area_sqmi,safeyield_mgd_baseline,safeyield_mgd_cons_pct,safeyield_mgd,name,description,componentid,subshedid,dt,month,day,year,thisdate,time,timestamp,season,wd_lat,wd_lon,imp_lat,imp_lon,maxcapacity,drainage_area,annual_mg,max_mgd,maxmonth_mg,meanmonth_mg,vwp_current,vwp_id,vpdes_current,vpdes_id,vwuds_current,vwuds_userid,has_storage,source_name,project_type,simple_flowby,available_mgd,direct_pump_mgd,Qintake,intake_drainage_area,tiered_flowby,flowby_type,imp_inflow,reservoir_mgy,simple_release,tiered_release,release_type,refill_plus_demand,ps_refill_pump_mgd,aux1,aux2,stat1,stat2,ps_mgd,week,vpdes_outfalls,vwuds_mpids,monthly_pct,Listen on Parent,Broadcast to Parent,wd_mgd,flowby,impoundment,refill_pump_mgd,pump_mgd,local_area_sqmi,release,Qout,surrogate_gage
"0.29829444364825","0.0063468889756944","0.28847579781491","42","151.9","0","0","49.468729641694","0","151.869","","","","","0","32","0.54982817869416","58.2","","0","5","0","0","0","1","0","0","0","0.041","0","0.51608035233262","277.61296399806","6.781935483871","0","6.781935483871",,"",0,"","","1","1","1995","1995-01-01","","788936400","","39.236","-78.047","39.2358","-78.1236","500","0.578","2920","20","240","0","0","0","0","0","0","0","1","0","2","0","0","0","0","119","0","0","0.29829444364825","0","0","0","0","6.781935483871","0","0.1","5.7646451612903","0","0","0","52","0","0","0.072","0","0","0","0","","0","0","0.578","0","0.28847579781491","32"
"0.50806964037286","0.0063468889756944","0","42","132.07837382015","6.4565557589096","6.781935483871","43.012173882784","6.3421679526556","151.869","","","","","6.781935483871","33","0.56701030927835","58.2","","7.6827677462133","5","0","1.77165","0","1","0","0","0","0.041","0","0.87901321863816","277.61296399806","6.781935483871","0","6.781935483871",,"",0,"","","1","2","1995","1995-01-02","","789022800","","39.236","-78.047","39.2358","-78.1236","500","0.578","2920","20","240","0","0","0","0","0","0","0","1","0","2","0","2.1287987629001","2.1287987629001","3.2932516862064","119","0","0","0.50806964037286","0","0","0","0","13.238491242781","2.1287987629001","0.1","5.7646451612903","0","0","0","1","0","0","0.072","0","0","2.1287987629001","0","","2.1287987629001","2.1287987629001","0.578","0","0","33"
"0.37123339476745","0.00568653180417","0","37.780206164243","118.51943262682","10.873148981492","6.781935483871","38.595580660202","5.6909389291583","151.869","","","","","6.781935483871","30","0.51546391752577","58.2","","55.416139844574","5","5.0547686570469","1.77165","0","1","0.016931719550883","0","7.6827677462133","0.041","0","0.64227230928624","277.61296399806","6.781935483871","0","6.781935483871",,"",0,"","","1","3","1995","1995-01-03","","789109200","","39.236","-78.047","39.2358","-78.1236","500","0.578","2920","20","240","0","0","0","0","0","0","0","1","0","2","15.614286470287","5.2618500382954","5.2618500382954","23.75436847953","119","0","0","0.37123339476745","0","0","0","0","17.655084465363","5.2618500382954","0.1","5.7646451612903","0","0","0","1","0","0","0.072","0","0","5.2618500382954","15.614286470287","","5.2618500382954","5.2618500382954","0.578","0","0","30"
"0.32745335551104","0.0052348158867144","0","34.893665173719","114.48858879993","12.186127426732","6.781935483871","37.282602214962","5.497339557952","151.869","","","","","6.781935483871","27","0.4639175257732","58.2","","106.95230894862","5","6.9808618715597","1.77165","0","1.1523854759579","0.13906095336813","0","55.416139844574","0.041","0","0.5665282967319","277.61296399806","6.781935483871","0","6.781935483871",,"",0,"","","1","4","1995","1995-01-04","","789195600","","39.236","-78.047","39.2358","-78.1236","500","0.578","2920","20","240","0","0","0","0","0","0","0","1","0","2","35.496368457934","6.6898527667052","6.6898527667052","45.845570688027","119","0","0","0.32745335551104","0","0","0","0","18.968062910603","6.6898527667052","0.1","5.7646451612903","0","0","0","1","0","0","0.072","0","0","6.6898527667052","35.496368457934","","6.6898527667052","6.6898527667052","0.578","0","0","27"
"0.31026920259913","0.0051005283865755","0","34.035545371678","114.80579881282","12.082801689636","6.781935483871","37.385927952057","5.5125749929308","151.869","","","","","6.781935483871","25","0.42955326460481","58.2","","127.23093827461","5","10.113913146955","1.77165","0","2.2515485803131","0.37476852129896","0","106.95230894862","0.041","0","0.5367979283722","277.61296399806","6.781935483871","0","6.781935483871",,"",0,"","","1","5","1995","1995-01-05","","789282000","","39.236","-78.047","39.2358","-78.1236","500","0.578","2920","20","240","0","0","0","0","0","0","0","1","0","2","43.319638558637","7.2517481987744","6.781935483871","54.538093022141","119","0","0","0.31026920259913","0","0","0","0","18.864737173507","7.2517481987744","0.1","5.7646451612903","0","0","0","1","0","0","0.072","0","0","7.2517481987744","43.319638558637","","7.2517481987744","7.2517481987744","0.578","0","0","25"
"0.30004414073747","0.0051110962332792","0","34.103075696629","116.82683194585","11.424484708192","6.781935483871","38.044244933502","5.6096441825463","151.869","","","","","6.781935483871","29","0.49828178694158","58.2","","132.87028016974","5","11.541915875365","1.77165","0","4.3729166916907","0.65516728333667","0","127.23093827461","0.041","0","0.51910750992642","277.61296399806","6.781935483871","0","6.781935483871",,"",0,"","","1","6","1995","1995-01-06","","789368400","","39.236","-78.047","39.2358","-78.1236","500","0.578","2920","20","240","0","0","0","0","0","0","0","1","0","2","45.495234064951","7.4080073028694","6.781935483871","56.95542136249","119","0","0","0.30004414073747","0","0","0","0","18.206420192063","7.4080073028694","0.1","5.7646451612903","0","0","0","1","0","0","0.072","0","0","7.4080073028694","45.495234064951","","7.4080073028694","7.4080073028694","0.578","0","0","29"
"0.2921010559314","0.0051784269210431","0","34.533330161084","119.3113736843","10.615187724984","6.781935483871","38.85354191671","5.7289754538527","151.869","","","","","6.781935483871","148","2.5429553264605","58.2","","130.26435022611","5","12.103811307434","1.77165","0","6.8965055500301","0.94799434707163","0","132.87028016974","0.041","0","0.50536514867025","277.61296399806","6.781935483871","0","6.781935483871",,"",0,"","","1","7","1995","1995-01-07","","789454800","","39.236","-78.047","39.2358","-78.1236","500","0.578","2920","20","240","0","0","0","0","0","0","0","1","0","2","44.489895218582","7.3358002464615","6.781935483871","55.838378199858","119","0","0","0.2921010559314","0","0","0","0","17.397123208855","7.3358002464615","0.1","5.7646451612903","0","0","0","1","0","0","0.072","0","0","7.3358002464615","44.489895218582","","7.3358002464615","7.3358002464615","0.578","0","0","148"
"0.30426279422518","0.0052611993908722","0","35.062260220478","121.59822161695","9.8702861182587","6.781935483871","39.598443523435","5.8388115925917","151.869","","","","","6.781935483871","85","1.4604810996564","58.2","","125.31753925696","5","12.260070411529","1.77165","0","9.5319491236447","1","0","130.26435022611","0.041","0","0.52640621838266","277.61296399806","6.781935483871","0","6.781935483871",,"",0,"","","1","8","1995","1995-01-08","","789541200","","39.236","-78.047","39.2358","-78.1236","500","0.578","2920","20","240","0","0","0","0","0","0","0","1","0","2","42.581470456402","7.1987303073549","6.781935483871","53.71790624188","119","0","0","0.30426279422518","0","0","0","0","16.65222160213","7.1987303073549","0.1","5.7646451612903","0","0","0","1","0","0","0.072","0","0","7.1987303073549","42.581470456402","","7.1987303073549","7.1987303073549","0.578","0","0","85"
"0.29336289333724","0.0053373856945996","0","35.549103566323","123.44262665967","9.2695027167187","6.781935483871","40.199226924975","5.9273974252008","151.869","","","","","6.781935483871","57","0.97938144329897","58.2","","122.10032679104","5","12.187863355121","1.77165","0","10","1","0","125.31753925696","0.041","0","0.50754825836892","277.61296399806","6.781935483871","0","6.781935483871",,"",0,"","","1","9","1995","1995-01-09","","789627600","","39.236","-78.047","39.2358","-78.1236","500","0.578","2920","20","240","0","0","0","0","0","0","0","1","0","2","41.340305598185","7.1095853775107","6.781935483871","52.338834177194","119","0","0","0.29336289333724","0","0","0","0","16.05143820059","7.1095853775107","0.1","5.7646451612903","0","0","0","2","0","0","0.072","0","0","7.1095853775107","41.340305598185","","7.1095853775107","7.1095853775107","0.578","0","0","57"
"0.28246836706359","0.0053988320202497","0","35.941755963222","124.99169922579","8.7649188189609","6.781935483871","40.703810822733","6.0017985897294","151.869","","","","","6.781935483871","46","0.79037800687285","58.2","","119.86740216543","5","12.050793416015","1.77165","0","10","1","0","122.10032679104","0.041","0","0.48869959699583","277.61296399806","6.781935483871","0","6.781935483871",,"",0,"","","1","10","1995","1995-01-10","","789714000","","39.236","-78.047","39.2358","-78.1236","500","0.578","2920","20","240","0","0","0","0","0","0","0","1","0","2","40.47886806314","7.0477138315048","6.781935483871","51.381681360478","119","0","0","0.28246836706359","0","0","0","0","15.546854302832","7.0477138315048","0.1","5.7646451612903","0","0","0","2","0","0","0.072","0","0","7.0477138315048","40.47886806314","","7.0477138315048","7.0477138315048","0.578","0","0","46"
